Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,base_lr,batch_size,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,epochs
cora_run3gb0y124_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.1,0.1,7,10000
cora_runmkegds12_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.63,97.37,77.95,0.01,1024,32,32,4,0.2,0.0,6,10000
cora_runa2v5yz26_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.0,5,10000
cora_run5j3wlngt_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.32,77.95,0.01,1024,32,32,4,0.2,0.0,7,10000
cora_runmyl13pdv_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.0,6,10000
cora_runvbe36uzt_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.32,77.95,0.01,1024,32,32,4,0.2,0.1,5,10000
cora_runx1kjy9j6_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.0,7,10000
cora_run9205a4gc_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.32,77.95,0.01,1024,32,32,4,0.2,0.1,6,10000
cora_runakk65hin_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.1,5,10000
cora_runa7fwhnye_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.32,77.95,0.01,1024,32,32,4,0.2,0.1,7,10000
cora_run0brza4kl_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.1,6,10000
cora_runfjlchp77_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.32,77.95,0.01,1024,32,32,2,0.1,0.0,5,10000
cora_run2d6jhztz_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.1,7,10000
cora_runl6b7e0tj_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.32,77.95,0.01,1024,32,32,2,0.1,0.0,6,10000
cora_rundjkamtmh_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,64,4,0.1,0.0,5,10000
cora_runkdnakqvm_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.1,0.0,7,10000
cora_runr48sjs12_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,64,4,0.1,0.0,6,10000
cora_run0myfn6e7_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.1,0.1,5,10000
cora_runpo0vvqeo_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.1,0.0,7,10000
cora_rund3fmkzzd_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.1,0.1,6,10000
cora_runbecdzcjp_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.1,0.1,5,10000
cora_runx56pknn3_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.1,0.1,7,10000
cora_runjwzu79yc_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.1,0.1,6,10000
cora_runibrzqdtx_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.2,0.0,5,10000
cora_runayxqkigw_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.1,0.1,7,10000
cora_runy7enqc9x_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.2,0.0,6,10000
cora_runlktz0i3c_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.0,5,10000
cora_rundeevwvb4_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.2,0.0,7,10000
cora_run14x98fq5_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.0,6,10000
cora_runsrsjv975_GAT,37.45,79.34,84.69,89.85,91.51,92.25,59.29,37.45,79.34,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.2,0.1,5,10000
cora_rundt60slr0_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.0,7,10000
cora_runpeq57uxw_GAT,50.18,72.51,84.69,89.85,91.51,92.25,65.62,50.18,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.2,0.1,6,10000
cora_runkzzru0m2_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.1,5,10000
cora_runho3ua0pv_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,2,0.2,0.1,7,10000
cora_runrptix5wp_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.1,6,10000
cora_runxltzng7q_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.1,0.0,5,10000
cora_runpq0tky0l_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.1,7,10000
cora_runltxtd132_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.1,0.0,6,10000
cora_runhdymy3bu_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.0,5,10000
cora_runpifkfmv3_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.1,0.0,7,10000
cora_runele85qu5_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.0,6,10000
cora_runblire2jm_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.1,0.1,5,10000
cora_runi9dzvqlo_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.0,7,10000
cora_runo0c8u2b2_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.1,0.1,6,10000
cora_run2631jvx3_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.1,5,10000
cora_runwb7wyaxu_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.1,0.1,7,10000
cora_run8v1sparj_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.1,6,10000
cora_runauoti346_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.0,5,10000
cora_runwfz6aqmy_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.1,7,10000
cora_runnlzb9hyf_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.0,6,10000
cora_runcjzdw52c_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.0,5,10000
cora_rund3o3qmtk_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.0,7,10000
cora_runkjl134vt_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.0,6,10000
cora_runjt2knbv9_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.1,5,10000
cora_runr89np3wl_GAT,56.27,72.51,84.69,89.85,91.51,92.44,76.85,56.27,72.51,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.0,7,10000
cora_runbhu0mmf3_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.1,6,10000
cora_runcivw414h_GAT,56.27,72.51,84.69,89.85,91.51,92.44,76.85,56.27,72.51,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.1,5,10000
cora_run6b6u8f0l_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,32,8,0.2,0.1,7,10000
cora_runfcyqh40y_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.1,6,10000
cora_runyunt4ldm_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,77.95,0.01,1024,32,64,4,0.1,0.0,5,10000
cora_runy5875ebi_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.1,7,10000
<<<<<<< HEAD
cora_runiro60h2i_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.0,5,10000
cora_run2esiab1g_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.1,0.0,7,10000
cora_runyi5i3ey2_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.0,6,10000
cora_runyh55qe9l_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.1,0.1,5,10000
cora_run72g05p2n_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.0,7,10000
cora_runk3d46c33_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.1,0.1,6,10000
cora_runccronbdv_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.1,5,10000
cora_run182ktuxi_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.1,0.1,7,10000
cora_run5ekqt3vi_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.1,6,10000
cora_runf9dasojc_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.0,5,10000
cora_runz6nol6rt_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.1,7,10000
cora_runytszd01a_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.0,6,10000
cora_runq64ryij9_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.0,5,10000
cora_runfgrn74xa_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.0,7,10000
cora_run1hqtv9pt_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.0,6,10000
cora_runvfnd5ufs_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.1,5,10000
cora_runqp7srbft_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.0,7,10000
cora_runy1bb3vwr_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.1,6,10000
cora_run9hn3vvvu_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.1,5,10000
cora_runmitqvykc_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,4,0.2,0.1,7,10000
cora_runi5n7ohyq_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.1,6,10000
cora_runxncsvs8r_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.0,5,10000
cora_runa3txa6ts_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.1,7,10000
cora_runazhrv551_GAT,56.27,72.51,84.69,89.85,91.51,92.25,63.16,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.0,6,10000
cora_run8obnwzh5_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.0,5,10000
cora_run6pctt2c1_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.0,7,10000
cora_runipvc6ja3_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.0,6,10000
cora_run3ym1ojew_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.1,5,10000
cora_runxyw21lt2_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.0,7,10000
cora_rung0iodqtn_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.1,6,10000
cora_runaejfzw8y_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.1,5,10000
cora_run9zz3at70_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.1,0.1,7,10000
