edge_index0,edge_index1,pred,gr
1219,163,1.0,1.0
37,563,1.0,1.0
395,189,1.0,1.0
109,535,1.0,1.0
294,564,1.0,1.0
330,747,1.0,1.0
1730,1533,1.0,1.0
399,1250,1.0,1.0
2002,2153,1.0,1.0
431,1608,1.0,1.0
856,793,1.0,1.0
929,71,1.0,1.0
1380,1611,1.0,1.0
407,1298,1.0,1.0
359,1320,1.0,1.0
938,611,1.0,1.0
1679,1726,1.0,1.0
1465,1354,1.0,1.0
48,725,1.0,1.0
929,740,1.0,1.0
995,1230,1.0,1.0
1503,1504,1.0,1.0
477,2658,1.0,1.0
966,1131,1.0,1.0
1326,971,1.0,1.0
87,383,1.0,1.0
2450,1498,1.0,1.0
1026,1105,1.0,1.0
819,1212,1.0,1.0
151,1528,1.0,1.0
576,570,1.0,1.0
2399,2626,1.0,1.0
252,562,1.0,1.0
2624,2277,1.0,1.0
747,203,1.0,1.0
1409,1797,1.0,1.0
248,398,1.0,1.0
1659,1094,1.0,1.0
1385,1706,1.0,1.0
631,1057,1.0,1.0
747,43,1.0,1.0
747,330,1.0,1.0
1031,258,1.0,1.0
882,1378,1.0,1.0
1724,1492,1.0,1.0
1093,2228,1.0,1.0
2128,2030,1.0,1.0
1790,523,1.0,1.0
294,277,1.0,1.0
2173,636,1.0,1.0
686,44,1.0,1.0
814,1321,1.0,1.0
1499,1306,1.0,1.0
1377,1642,1.0,1.0
575,2485,1.0,1.0
378,178,1.0,1.0
1105,2356,1.0,1.0
1765,1770,1.0,1.0
1649,691,1.0,1.0
289,1498,1.0,1.0
66,69,1.0,1.0
847,848,1.0,1.0
1855,2075,1.0,1.0
576,330,1.0,1.0
2353,415,1.0,1.0
991,318,1.0,1.0
1520,1072,1.0,1.0
48,2456,1.0,1.0
570,576,1.0,1.0
1142,1018,1.0,1.0
124,2400,1.0,1.0
1599,671,1.0,1.0
163,2396,1.0,1.0
2225,2423,1.0,1.0
252,688,1.0,1.0
2118,2442,1.0,1.0
668,263,1.0,1.0
1729,1110,1.0,1.0
521,638,1.0,1.0
2443,2343,1.0,1.0
1178,1736,1.0,1.0
1887,2258,1.0,1.0
206,1490,1.0,1.0
2645,2482,1.0,1.0
2036,2696,1.0,1.0
611,1315,1.0,1.0
1056,1014,1.0,1.0
1504,1308,1.0,1.0
2621,2105,1.0,1.0
2507,2374,1.0,1.0
44,2428,1.0,1.0
2585,1830,1.0,1.0
1287,1397,1.0,1.0
430,1637,1.0,1.0
2336,2579,1.0,1.0
64,284,1.0,1.0
163,2259,1.0,1.0
2188,2149,1.0,1.0
632,1909,1.0,1.0
1957,565,1.0,1.0
2317,1353,1.0,1.0
1416,922,1.0,1.0
1344,1047,1.0,1.0
2700,2697,1.0,1.0
725,48,1.0,1.0
15,129,1.0,1.0
1204,538,1.0,1.0
1846,2537,1.0,1.0
1324,260,1.0,1.0
409,1606,1.0,1.0
64,583,1.0,1.0
2515,2003,1.0,1.0
1079,1724,1.0,1.0
1060,965,1.0,1.0
294,566,1.0,1.0
643,583,1.0,1.0
548,82,1.0,1.0
381,2342,1.0,1.0
1484,1521,1.0,1.0
62,423,1.0,1.0
1306,1050,1.0,1.0
1010,1651,1.0,1.0
416,2510,1.0,1.0
1838,2380,1.0,1.0
1298,1285,1.0,1.0
2617,2091,1.0,1.0
1442,1444,1.0,1.0
747,202,1.0,1.0
163,1571,1.0,1.0
985,2066,1.0,1.0
667,1356,1.0,1.0
1172,2108,1.0,1.0
2641,1745,1.0,1.0
1495,1231,1.0,1.0
890,866,1.0,1.0
1454,524,1.0,1.0
2183,1954,1.0,1.0
1007,2426,1.0,1.0
2223,510,1.0,1.0
296,638,1.0,1.0
1621,1448,1.0,1.0
2316,743,1.0,1.0
1546,1376,1.0,1.0
592,589,1.0,1.0
455,374,1.0,1.0
1498,2450,1.0,1.0
1701,33,1.0,1.0
606,163,1.0,1.0
288,2380,1.0,1.0
699,747,1.0,1.0
90,680,1.0,1.0
100,1611,1.0,1.0
1522,1484,1.0,1.0
103,471,1.0,1.0
565,2485,1.0,1.0
1274,343,1.0,1.0
1718,201,1.0,1.0
1426,1354,1.0,1.0
535,672,1.0,1.0
157,2021,1.0,1.0
1263,2585,1.0,1.0
1032,848,1.0,1.0
2426,2282,1.0,1.0
2687,2174,1.0,1.0
2095,2230,1.0,1.0
424,571,1.0,1.0
1602,1326,1.0,1.0
1713,892,1.0,1.0
2078,2474,1.0,1.0
1934,76,1.0,1.0
1226,1234,1.0,1.0
565,2,1.0,1.0
1672,1352,1.0,1.0
1386,2360,1.0,1.0
1252,1477,1.0,1.0
72,771,1.0,1.0
1253,910,1.0,1.0
2445,2275,1.0,1.0
2448,519,1.0,1.0
428,302,1.0,1.0
426,1528,1.0,1.0
195,735,1.0,1.0
260,1527,1.0,1.0
1370,2692,1.0,1.0
2499,2385,1.0,1.0
283,747,1.0,1.0
2017,2677,1.0,1.0
136,2580,1.0,1.0
2016,1800,1.0,1.0
583,64,1.0,1.0
2665,2395,1.0,1.0
2198,2695,1.0,1.0
1937,107,1.0,1.0
576,1067,1.0,1.0
2202,1303,1.0,1.0
516,272,1.0,1.0
706,453,1.0,1.0
415,2103,1.0,1.0
645,211,1.0,1.0
1028,206,1.0,1.0
502,2536,1.0,1.0
1790,415,1.0,1.0
1601,1428,1.0,1.0
659,11,1.0,1.0
2466,1830,1.0,1.0
2675,1964,1.0,1.0
1532,1480,1.0,1.0
1629,796,1.0,1.0
427,2388,1.0,1.0
1716,1991,1.0,1.0
2290,2213,1.0,1.0
889,904,1.0,1.0
747,104,1.0,1.0
1600,411,1.0,1.0
1881,344,1.0,1.0
54,523,1.0,1.0
1051,1052,1.0,1.0
983,1735,1.0,1.0
2124,74,1.0,1.0
1592,1293,1.0,1.0
2673,638,1.0,1.0
142,1283,1.0,1.0
1153,1410,1.0,1.0
2664,2102,1.0,1.0
2464,1817,1.0,1.0
559,167,1.0,1.0
2559,1241,1.0,1.0
1671,1512,1.0,1.0
210,552,1.0,1.0
1518,1536,1.0,1.0
2337,2218,1.0,1.0
295,220,1.0,1.0
1869,1754,1.0,1.0
269,24,1.0,1.0
427,1914,1.0,1.0
1076,1078,1.0,1.0
1856,2421,1.0,1.0
430,524,1.0,1.0
427,610,1.0,1.0
204,2410,1.0,1.0
848,591,1.0,1.0
2354,2455,1.0,1.0
1644,2616,1.0,1.0
2111,2047,1.0,1.0
2135,2333,1.0,1.0
1737,1736,1.0,1.0
132,346,1.0,1.0
1439,803,1.0,1.0
1218,145,1.0,1.0
318,2427,1.0,1.0
2590,519,1.0,1.0
1608,1512,1.0,1.0
1184,844,1.0,1.0
84,1241,1.0,1.0
1716,892,1.0,1.0
142,823,1.0,1.0
1525,1503,1.0,1.0
1770,1938,1.0,1.0
675,2215,1.0,1.0
523,1616,1.0,1.0
771,72,1.0,1.0
1573,1432,1.0,1.0
565,85,1.0,1.0
1073,1112,1.0,1.0
1218,1571,1.0,1.0
372,38,1.0,1.0
1057,631,1.0,1.0
1246,1520,1.0,1.0
2504,1536,1.0,1.0
747,680,1.0,1.0
1726,314,1.0,1.0
201,143,1.0,1.0
441,638,1.0,1.0
2477,2678,1.0,1.0
745,1756,1.0,1.0
1226,1290,1.0,1.0
2423,1732,1.0,1.0
799,1706,1.0,1.0
2633,2182,1.0,1.0
1422,1657,1.0,1.0
1515,961,1.0,1.0
1261,1117,1.0,1.0
1038,157,1.0,1.0
2327,1924,1.0,1.0
344,675,1.0,1.0
939,1242,1.0,1.0
418,1312,1.0,1.0
566,1544,1.0,1.0
565,1316,1.0,1.0
1487,1532,1.0,1.0
428,433,1.0,1.0
634,1570,1.0,1.0
1535,1348,1.0,1.0
1148,285,1.0,1.0
725,41,1.0,1.0
1159,163,1.0,1.0
841,2559,1.0,1.0
343,1274,1.0,1.0
1538,277,0.0,0.0
277,1943,0.0,0.0
1110,1415,0.0,0.0
907,386,1.0,0.0
2081,903,0.0,0.0
467,910,0.0,0.0
1419,1730,0.0,0.0
731,2112,0.0,0.0
1572,1294,0.0,0.0
1102,1633,0.0,0.0
502,2430,1.0,0.0
2279,565,0.0,0.0
2333,1007,0.0,0.0
1254,386,1.0,0.0
1046,855,0.0,0.0
836,527,0.0,0.0
2489,1046,1.0,0.0
1525,1648,0.0,0.0
1216,1599,0.0,0.0
45,2202,1.0,0.0
963,38,0.0,0.0
1643,1230,1.0,0.0
893,478,1.0,0.0
1705,2062,0.0,0.0
1453,294,0.0,0.0
108,645,1.0,0.0
2395,394,0.0,0.0
1647,2576,0.0,0.0
1767,2426,0.0,0.0
1710,2343,0.0,0.0
813,770,0.0,0.0
2128,1166,0.0,0.0
118,1865,0.0,0.0
1412,2232,1.0,0.0
1224,679,0.0,0.0
2235,1293,0.0,0.0
371,2467,0.0,0.0
1251,685,1.0,0.0
1074,79,0.0,0.0
1537,132,1.0,0.0
158,1392,1.0,0.0
64,261,0.0,0.0
846,384,0.0,0.0
2293,70,0.0,0.0
106,566,0.0,0.0
786,2334,1.0,0.0
2109,1275,1.0,0.0
2108,1198,1.0,0.0
1803,1479,0.0,0.0
2177,1611,1.0,0.0
2404,1240,1.0,0.0
897,2652,0.0,0.0
2126,432,1.0,0.0
2361,1574,1.0,0.0
641,2077,0.0,0.0
2363,488,1.0,0.0
1640,375,0.0,0.0
1599,2219,0.0,0.0
1054,1301,0.0,0.0
1196,1032,0.0,0.0
2585,1839,0.0,0.0
776,1837,0.0,0.0
647,1537,1.0,0.0
359,1227,1.0,0.0
1754,194,0.0,0.0
1020,2426,1.0,0.0
2493,2596,0.0,0.0
751,2511,1.0,0.0
1816,1035,0.0,0.0
2088,564,0.0,0.0
2231,1189,1.0,0.0
1651,25,0.0,0.0
2111,889,0.0,0.0
1094,2704,0.0,0.0
503,1956,0.0,0.0
2689,2594,1.0,0.0
474,808,0.0,0.0
1024,1797,0.0,0.0
2622,824,0.0,0.0
2316,190,1.0,0.0
2541,843,1.0,0.0
28,475,0.0,0.0
1812,1687,1.0,0.0
2529,2113,1.0,0.0
158,2252,0.0,0.0
1750,1217,0.0,0.0
483,2541,0.0,0.0
1067,2188,0.0,0.0
1125,1310,1.0,0.0
902,970,0.0,0.0
1938,2696,0.0,0.0
909,757,0.0,0.0
1000,2541,1.0,0.0
1533,1348,1.0,0.0
2425,2004,0.0,0.0
1250,2382,0.0,0.0
1861,1334,0.0,0.0
1335,1693,0.0,0.0
526,2479,0.0,0.0
3,375,0.0,0.0
2442,2582,0.0,0.0
436,518,0.0,0.0
1762,51,1.0,0.0
135,310,0.0,0.0
1369,949,0.0,0.0
389,2666,0.0,0.0
1057,2121,0.0,0.0
28,2367,0.0,0.0
2236,575,0.0,0.0
1488,1977,1.0,0.0
2058,783,1.0,0.0
2536,180,0.0,0.0
2054,98,1.0,0.0
2412,2234,0.0,0.0
798,710,1.0,0.0
2315,1950,0.0,0.0
1897,433,0.0,0.0
581,1394,0.0,0.0
217,1848,0.0,0.0
1700,2417,1.0,0.0
1313,1466,0.0,0.0
863,1825,1.0,0.0
2572,1351,0.0,0.0
538,1856,1.0,0.0
1640,2537,1.0,0.0
526,998,0.0,0.0
196,318,0.0,0.0
2041,1945,0.0,0.0
1981,1025,0.0,0.0
487,2073,1.0,0.0
1796,994,0.0,0.0
341,110,1.0,0.0
1561,1588,0.0,0.0
1958,2378,0.0,0.0
2468,2000,1.0,0.0
1683,2681,1.0,0.0
1874,2573,0.0,0.0
1192,342,0.0,0.0
2338,2370,1.0,0.0
1346,2383,1.0,0.0
823,1484,1.0,0.0
964,2646,0.0,0.0
883,160,0.0,0.0
42,686,0.0,0.0
1328,1331,1.0,0.0
2412,1509,0.0,0.0
2540,789,0.0,0.0
2224,1966,1.0,0.0
869,124,1.0,0.0
800,261,0.0,0.0
1666,2123,1.0,0.0
1633,2491,0.0,0.0
1718,1359,0.0,0.0
985,596,0.0,0.0
1060,1698,1.0,0.0
588,2022,1.0,0.0
2186,1270,0.0,0.0
2425,369,0.0,0.0
1337,2073,0.0,0.0
2452,2135,0.0,0.0
439,353,0.0,0.0
2617,1987,1.0,0.0
18,999,1.0,0.0
2324,830,0.0,0.0
1584,1554,1.0,0.0
481,961,0.0,0.0
2431,1399,0.0,0.0
2048,2004,0.0,0.0
2173,1382,1.0,0.0
2421,2284,1.0,0.0
1745,1463,1.0,0.0
1190,1108,0.0,0.0
1118,1371,0.0,0.0
1438,743,0.0,0.0
112,1903,1.0,0.0
1740,850,0.0,0.0
1275,1632,0.0,0.0
1972,2532,1.0,0.0
1903,304,0.0,0.0
2474,992,0.0,0.0
2491,2352,1.0,0.0
2355,2335,1.0,0.0
707,1288,0.0,0.0
48,1699,0.0,0.0
1122,1288,0.0,0.0
1639,1596,1.0,0.0
491,597,0.0,0.0
2108,61,1.0,0.0
602,2050,0.0,0.0
1955,254,0.0,0.0
1098,1251,0.0,0.0
1945,1380,0.0,0.0
1540,271,0.0,0.0
59,858,0.0,0.0
2265,40,0.0,0.0
2278,1246,0.0,0.0
772,590,0.0,0.0
1771,485,0.0,0.0
750,461,1.0,0.0
850,1494,0.0,0.0
573,1970,0.0,0.0
2349,448,0.0,0.0
1301,1257,0.0,0.0
241,1292,0.0,0.0
1776,219,1.0,0.0
1388,2288,1.0,0.0
733,1635,0.0,0.0
2305,1793,0.0,0.0
2212,37,0.0,0.0
1393,1120,0.0,0.0
2676,1835,0.0,0.0
1577,15,0.0,0.0
2500,629,0.0,0.0
2511,109,1.0,0.0
2184,1814,0.0,0.0
311,521,1.0,0.0
583,1222,0.0,0.0
509,1946,0.0,0.0
1365,91,1.0,0.0
202,374,0.0,0.0
1322,1159,0.0,0.0
1966,2699,0.0,0.0
1223,677,0.0,0.0
842,1173,0.0,0.0
783,99,0.0,0.0
1354,2361,0.0,0.0
2348,261,1.0,0.0
2396,2443,0.0,0.0
1103,1892,1.0,0.0
1889,919,1.0,0.0
1015,1863,0.0,0.0
280,2294,0.0,0.0
951,1107,1.0,0.0
93,1035,0.0,0.0
1526,659,1.0,0.0
33,2688,1.0,0.0
2362,2605,0.0,0.0
776,1202,1.0,0.0
628,1111,0.0,0.0
2362,1141,0.0,0.0
1233,83,0.0,0.0
1198,259,0.0,0.0
1349,2435,1.0,0.0
2402,2705,1.0,0.0
1968,2521,0.0,0.0
1938,2104,1.0,0.0
2085,2079,0.0,0.0
1206,723,0.0,0.0
2160,571,1.0,0.0
2548,2604,0.0,0.0
119,135,0.0,0.0
1805,1817,0.0,0.0
1441,2542,1.0,0.0
1098,2173,0.0,0.0
2571,1608,0.0,0.0
1762,1610,1.0,0.0
392,2645,0.0,0.0
1749,115,0.0,0.0
2201,1894,0.0,0.0
862,1534,1.0,0.0
1016,2124,0.0,0.0
2547,750,0.0,0.0
75,829,0.0,0.0
1233,1713,0.0,0.0
1468,16,1.0,0.0
1616,1764,0.0,0.0
419,1082,0.0,0.0
128,2355,1.0,0.0
252,1357,1.0,0.0
1753,1905,0.0,0.0
2680,955,1.0,0.0
1076,1755,0.0,0.0
1118,2041,0.0,0.0
13,2501,0.0,0.0
214,2648,0.0,0.0
591,486,0.0,0.0
2222,2091,0.0,0.0
343,1047,0.0,0.0
2080,1520,0.0,0.0
1675,840,0.0,0.0
1459,2380,0.0,0.0
133,1688,0.0,0.0
974,1870,0.0,0.0
2607,731,1.0,0.0
2618,1967,0.0,0.0
78,1837,1.0,0.0
975,1418,0.0,0.0
1216,2064,0.0,0.0
388,531,0.0,0.0
2369,2149,0.0,0.0
1969,1478,0.0,0.0
852,1197,1.0,0.0
1259,1158,0.0,0.0
2078,2682,0.0,0.0
440,1210,0.0,0.0
1845,2370,0.0,0.0
457,132,0.0,0.0
1252,1540,0.0,0.0
2685,1348,0.0,0.0
948,1499,0.0,0.0
1585,111,1.0,0.0
185,1249,0.0,0.0
504,2276,0.0,0.0
388,1469,0.0,0.0
415,300,1.0,0.0
1490,591,1.0,0.0
2185,1799,0.0,0.0
1989,368,0.0,0.0
2219,1706,0.0,0.0
2367,2001,0.0,0.0
2242,686,0.0,0.0
144,2056,0.0,0.0
2261,1554,1.0,0.0
2552,1934,1.0,0.0
1610,519,1.0,0.0
134,1926,0.0,0.0
2551,2404,0.0,0.0
1719,1899,0.0,0.0
2141,2423,1.0,0.0
2306,22,1.0,0.0
2160,2395,0.0,0.0
1956,176,1.0,0.0
1200,210,0.0,0.0
558,1301,0.0,0.0
1068,463,0.0,0.0
2479,1462,1.0,0.0
1815,1540,0.0,0.0
2519,1000,0.0,0.0
256,1577,0.0,0.0
250,458,1.0,0.0
1734,1977,0.0,0.0
540,1406,0.0,0.0
2520,804,0.0,0.0
823,14,0.0,0.0
624,2014,0.0,0.0
2479,1916,0.0,0.0
808,1873,0.0,0.0
1016,632,0.0,0.0
2170,1238,0.0,0.0
2196,205,0.0,0.0
786,2015,1.0,0.0
2424,887,0.0,0.0
803,988,0.0,0.0
1603,1246,0.0,0.0
1414,1525,0.0,0.0
480,2539,0.0,0.0
2344,2219,0.0,0.0
1390,2287,0.0,0.0
1712,2222,0.0,0.0
473,1529,1.0,0.0
119,1677,0.0,0.0
1960,444,1.0,0.0
1814,1054,0.0,0.0
548,1063,1.0,0.0
1988,192,0.0,0.0
1587,824,0.0,0.0
104,1971,0.0,0.0
2347,2652,1.0,0.0
979,1320,1.0,0.0
2534,666,0.0,0.0
222,33,0.0,0.0
597,1975,0.0,0.0
2009,809,0.0,0.0
2451,688,1.0,0.0
1414,2100,0.0,0.0
1893,188,0.0,0.0
739,2067,0.0,0.0
2517,277,0.0,0.0
1421,959,0.0,0.0
1618,1131,0.0,0.0
493,2507,1.0,0.0
2198,1989,0.0,0.0
1033,2662,0.0,0.0
2030,1067,0.0,0.0
417,2606,0.0,0.0
1476,1519,0.0,0.0
2390,2256,1.0,0.0
1722,1942,0.0,0.0
177,392,0.0,0.0
1684,140,1.0,0.0
255,1076,0.0,0.0
2542,2449,0.0,0.0
1604,508,0.0,0.0
1064,255,0.0,0.0
7,1692,0.0,0.0
2519,687,0.0,0.0
2401,532,0.0,0.0
247,2352,1.0,0.0
322,605,0.0,0.0
1325,1309,0.0,0.0
1882,1848,0.0,0.0
1091,2139,0.0,0.0
1767,537,1.0,0.0
1399,1039,0.0,0.0
1040,1677,0.0,0.0
2582,2513,1.0,0.0
1171,1546,0.0,0.0
1587,2309,0.0,0.0
1121,2590,1.0,0.0
2607,292,0.0,0.0
2669,1473,0.0,0.0
1972,1718,1.0,0.0
368,783,0.0,0.0
421,2114,0.0,0.0
982,4,0.0,0.0
70,1146,0.0,0.0
565,2299,0.0,0.0
2273,2158,0.0,0.0
387,1806,0.0,0.0
59,1356,0.0,0.0
1047,193,1.0,0.0
1882,1320,0.0,0.0
599,384,0.0,0.0
136,2118,0.0,0.0
1282,1136,1.0,0.0
1999,2656,1.0,0.0
192,680,1.0,0.0
2165,1656,1.0,0.0
964,1448,0.0,0.0
2469,178,0.0,0.0
1207,139,1.0,0.0
161,2319,0.0,0.0
1860,1910,0.0,0.0
2378,1435,0.0,0.0
2461,2392,0.0,0.0
2204,1005,0.0,0.0
521,292,1.0,0.0
1109,82,0.0,0.0
2588,386,1.0,0.0
239,2489,0.0,0.0
1265,93,0.0,0.0
167,970,1.0,0.0
1365,1861,1.0,0.0
1100,90,0.0,0.0
1872,404,0.0,0.0
1921,1925,1.0,0.0
2344,503,1.0,0.0
792,2099,1.0,0.0
2083,1128,1.0,0.0
959,2299,0.0,0.0
1743,2269,0.0,0.0
2631,582,0.0,0.0
2490,2044,0.0,0.0
1405,2056,0.0,0.0
1277,1169,0.0,0.0
559,2326,0.0,0.0
95,270,0.0,0.0
1406,113,0.0,0.0
2486,1453,1.0,0.0
818,1520,0.0,0.0
590,845,0.0,0.0
1201,811,0.0,0.0
198,1663,1.0,0.0
1108,488,0.0,0.0
298,1181,0.0,0.0
382,792,0.0,0.0
81,403,0.0,0.0
1087,83,0.0,0.0
66,327,0.0,0.0
548,2077,1.0,0.0
1251,555,0.0,0.0
1908,2543,1.0,0.0
2139,2665,0.0,0.0
2024,2437,1.0,0.0
42,782,0.0,0.0
1000,870,0.0,0.0
1414,1499,0.0,0.0
2450,1189,1.0,0.0
1716,2519,0.0,0.0
2311,2121,1.0,0.0
2701,432,0.0,0.0
2153,632,0.0,0.0
1537,353,0.0,0.0
1476,1914,0.0,0.0
249,825,1.0,0.0
2658,2023,1.0,0.0
160,772,0.0,0.0
1659,2141,0.0,0.0
2671,1498,1.0,0.0
1245,1445,1.0,0.0
2450,969,0.0,0.0
2428,1672,0.0,0.0
2660,563,0.0,0.0
812,1767,1.0,0.0
2008,139,1.0,0.0
1598,1604,0.0,0.0
296,1670,1.0,0.0
2592,1364,0.0,0.0
2561,1170,0.0,0.0
248,529,0.0,0.0
1033,2218,0.0,0.0
1111,255,0.0,0.0
305,525,0.0,0.0
1460,2024,0.0,0.0
102,1278,0.0,0.0
478,180,0.0,0.0
1600,2332,0.0,0.0
1938,1177,1.0,0.0
2493,2122,0.0,0.0
889,1690,0.0,0.0
114,136,1.0,0.0
2,681,1.0,0.0
1167,805,0.0,0.0
1046,1236,0.0,0.0
486,239,0.0,0.0
1699,115,0.0,0.0
2156,1984,0.0,0.0
455,465,1.0,0.0
497,1482,1.0,0.0
541,283,0.0,0.0
2415,51,0.0,0.0
492,1737,0.0,0.0
1983,1735,0.0,0.0
2106,1944,0.0,0.0
751,1964,1.0,0.0
1935,2452,0.0,0.0
1017,713,1.0,0.0
