edge_index0,edge_index1,pred,gr
16987,39466,1.0,1.0
22627,26484,1.0,1.0
9546,11191,0.0,1.0
2205,10783,1.0,1.0
28978,43566,1.0,1.0
6770,9014,1.0,1.0
11886,23912,1.0,1.0
28575,41408,1.0,1.0
19013,30243,1.0,1.0
32736,45646,1.0,1.0
329,35580,1.0,1.0
23051,38959,1.0,1.0
26393,43641,1.0,1.0
22639,40220,1.0,1.0
18220,45933,1.0,1.0
7617,35210,0.0,1.0
20185,44173,1.0,1.0
8441,31909,0.0,1.0
21593,32213,1.0,1.0
636,18843,1.0,1.0
1151,40192,1.0,1.0
25181,25287,1.0,1.0
37411,45821,1.0,1.0
12704,16180,1.0,1.0
25739,36168,1.0,1.0
4639,13510,1.0,1.0
3300,13186,1.0,1.0
40632,43867,1.0,1.0
13844,33220,1.0,1.0
39840,45301,1.0,1.0
18727,26484,1.0,1.0
1506,22200,0.0,1.0
8571,43641,1.0,1.0
6438,40147,1.0,1.0
24112,31737,0.0,1.0
15064,40610,1.0,1.0
17299,28963,1.0,1.0
29122,29781,1.0,1.0
2608,27669,1.0,1.0
28888,33029,0.0,1.0
10163,31147,1.0,1.0
27880,44999,1.0,1.0
2592,39468,1.0,1.0
6880,20949,1.0,1.0
10749,13278,1.0,1.0
1515,28000,1.0,1.0
1273,43566,1.0,1.0
7127,43641,1.0,1.0
22995,31588,1.0,1.0
35611,44189,1.0,1.0
26635,33220,1.0,1.0
10169,35800,1.0,1.0
1228,14028,1.0,1.0
2384,25585,1.0,1.0
514,42814,1.0,1.0
39412,44122,1.0,1.0
9882,41404,1.0,1.0
19936,33853,1.0,1.0
4643,13700,1.0,1.0
15762,20333,0.0,1.0
381,42599,1.0,1.0
19719,45685,1.0,1.0
6535,26357,1.0,1.0
29389,34074,1.0,1.0
1767,4481,1.0,1.0
10594,23119,0.0,1.0
1907,9357,1.0,1.0
34356,42100,1.0,1.0
11476,23502,1.0,1.0
24158,38338,1.0,1.0
8308,42875,1.0,1.0
12888,27059,1.0,1.0
10749,14536,1.0,1.0
12142,37070,1.0,1.0
25522,35085,1.0,1.0
1296,15301,1.0,1.0
5720,10624,1.0,1.0
397,35311,1.0,1.0
6226,34120,1.0,1.0
21892,30745,1.0,1.0
24622,34167,1.0,1.0
1528,31431,1.0,1.0
9181,16284,1.0,1.0
3614,24467,1.0,1.0
15413,40884,1.0,1.0
829,10624,1.0,1.0
25368,28932,1.0,1.0
31074,44266,1.0,1.0
4353,33432,1.0,1.0
7829,8994,1.0,1.0
15961,20025,1.0,1.0
4869,44175,0.0,1.0
25943,34821,1.0,1.0
8308,42390,1.0,1.0
17668,40504,1.0,1.0
11405,25057,1.0,1.0
15413,41104,1.0,1.0
969,30745,1.0,1.0
179,1142,0.0,1.0
4559,30566,1.0,1.0
27348,40807,0.0,1.0
19956,27094,1.0,1.0
8911,13700,1.0,1.0
33477,44162,1.0,1.0
12475,33220,1.0,1.0
22503,45695,1.0,1.0
2658,15881,1.0,1.0
22480,32234,0.0,1.0
2490,25772,1.0,1.0
36189,40192,1.0,1.0
24087,36179,1.0,1.0
30787,36547,1.0,1.0
17668,40006,1.0,1.0
20797,23502,1.0,1.0
24886,39295,1.0,1.0
36111,39147,1.0,1.0
34314,37987,1.0,1.0
10224,41744,1.0,1.0
11551,27866,1.0,1.0
12966,29739,1.0,1.0
17400,36084,1.0,1.0
16390,34017,1.0,1.0
18482,33222,0.0,1.0
3565,13967,0.0,1.0
16837,18459,1.0,1.0
15692,41053,1.0,1.0
1318,16823,1.0,1.0
8676,14966,1.0,1.0
13371,28532,1.0,1.0
24951,45104,1.0,1.0
17248,25368,1.0,1.0
19249,41084,0.0,1.0
15594,36699,1.0,1.0
4454,44088,1.0,1.0
13532,19618,1.0,1.0
9012,29725,1.0,1.0
12818,30455,1.0,1.0
40341,42756,1.0,1.0
2638,16635,1.0,1.0
16846,34074,1.0,1.0
5997,8699,1.0,1.0
9551,26160,0.0,1.0
4744,13082,1.0,1.0
20756,28555,1.0,1.0
5764,33823,1.0,1.0
3206,3901,1.0,1.0
7750,15413,1.0,1.0
8308,36743,1.0,1.0
8040,15259,0.0,1.0
13347,13700,1.0,1.0
8264,45104,1.0,1.0
28496,34853,1.0,1.0
2930,45563,1.0,1.0
22203,36360,0.0,1.0
14744,43981,1.0,1.0
27880,44999,1.0,1.0
1723,25453,1.0,1.0
2342,28154,1.0,1.0
5580,16562,1.0,1.0
44727,45294,1.0,1.0
21455,40736,1.0,1.0
7556,13777,1.0,1.0
7936,40099,1.0,1.0
2025,15301,1.0,1.0
4032,5729,1.0,1.0
1318,28414,1.0,1.0
18360,35263,1.0,1.0
4408,33490,1.0,1.0
6347,39778,1.0,1.0
26720,34943,1.0,1.0
3347,40610,1.0,1.0
5236,41104,1.0,1.0
19122,45452,1.0,1.0
23432,25017,0.0,1.0
8084,41328,1.0,1.0
19088,22286,1.0,1.0
481,37987,1.0,1.0
10317,31633,1.0,1.0
26091,33220,1.0,1.0
1369,13345,1.0,1.0
15434,15533,1.0,1.0
36392,38262,1.0,1.0
7538,17014,1.0,1.0
7015,32410,1.0,1.0
8441,31909,0.0,1.0
30958,39888,1.0,1.0
18368,45710,1.0,1.0
9022,20905,1.0,1.0
7948,45578,0.0,1.0
9428,36257,1.0,1.0
5277,43926,1.0,1.0
6408,39817,0.0,1.0
37252,40099,1.0,1.0
27015,35580,1.0,1.0
1399,18908,1.0,1.0
11820,28532,1.0,1.0
29465,43769,1.0,1.0
28827,30402,1.0,1.0
26498,30243,1.0,1.0
947,17840,0.0,1.0
31887,35918,1.0,1.0
25226,36522,1.0,1.0
19615,44648,0.0,1.0
5393,17612,1.0,1.0
18085,40192,1.0,1.0
35388,39451,1.0,1.0
13386,32123,0.0,1.0
4902,27282,1.0,1.0
21190,33220,1.0,1.0
10163,13882,1.0,1.0
710,10943,1.0,1.0
16650,19719,1.0,1.0
40674,45287,1.0,1.0
28886,39451,1.0,1.0
11476,15004,1.0,1.0
22995,31588,1.0,1.0
11649,20689,1.0,1.0
13727,25215,1.0,1.0
31713,39873,1.0,1.0
5851,28481,1.0,1.0
33976,42561,0.0,1.0
11174,21087,1.0,1.0
21714,37152,1.0,1.0
19243,33862,0.0,1.0
10216,42272,1.0,1.0
28144,44100,1.0,1.0
9780,16302,1.0,1.0
26775,27679,1.0,1.0
30261,45104,1.0,1.0
867,17255,1.0,1.0
1632,45354,1.0,1.0
33884,45608,1.0,1.0
3097,33936,1.0,1.0
18683,36179,1.0,1.0
18699,30566,1.0,1.0
39340,40867,1.0,1.0
28791,32021,1.0,1.0
15662,18744,1.0,1.0
30624,33220,1.0,1.0
13345,13700,1.0,1.0
9387,13224,1.0,1.0
26974,37742,1.0,1.0
22289,34821,1.0,1.0
2549,13564,1.0,1.0
13257,14592,1.0,1.0
1441,42388,1.0,1.0
3524,21833,1.0,1.0
6963,29757,1.0,1.0
31215,41104,1.0,1.0
28592,34982,1.0,1.0
7055,18441,1.0,1.0
35691,43753,0.0,1.0
31190,38338,1.0,1.0
20093,32503,0.0,1.0
7648,40055,1.0,1.0
18777,33490,1.0,1.0
1151,4871,1.0,1.0
2441,4481,1.0,1.0
25222,41628,1.0,1.0
27140,44361,1.0,1.0
8227,44173,1.0,1.0
10069,28900,1.0,1.0
528,21555,1.0,1.0
20004,24904,1.0,1.0
44537,45074,1.0,1.0
109,29375,1.0,1.0
22952,24884,1.0,1.0
8186,36618,1.0,1.0
1463,4762,0.0,1.0
28513,28532,1.0,1.0
10216,11820,1.0,1.0
17573,32791,1.0,1.0
10012,33220,1.0,1.0
29439,34448,1.0,1.0
22998,38262,1.0,1.0
39469,40610,1.0,1.0
2054,34914,0.0,1.0
20853,21872,1.0,1.0
15721,20949,1.0,1.0
18767,40135,1.0,1.0
19263,37070,1.0,1.0
20020,24683,0.0,1.0
4707,13700,1.0,1.0
14162,14573,0.0,1.0
9470,32227,1.0,1.0
9470,43641,1.0,1.0
19652,36947,1.0,1.0
1854,33853,1.0,1.0
10099,28433,1.0,1.0
38102,40610,1.0,1.0
18863,33223,1.0,1.0
9012,39873,1.0,1.0
2549,8580,1.0,1.0
8503,37211,1.0,1.0
22801,31215,1.0,1.0
2549,22578,1.0,1.0
11443,33198,1.0,1.0
9810,37765,1.0,1.0
29700,37347,1.0,1.0
34701,43771,1.0,1.0
13773,41813,1.0,1.0
2462,19897,0.0,1.0
6739,40867,1.0,1.0
1053,12232,0.0,1.0
15836,31714,1.0,1.0
4071,35580,1.0,1.0
8015,37177,1.0,1.0
34351,40192,1.0,1.0
8308,24143,1.0,1.0
14055,39451,1.0,1.0
4789,6866,1.0,1.0
8509,41104,1.0,1.0
4007,4643,1.0,1.0
37063,37360,1.0,1.0
18411,25227,1.0,1.0
4761,28809,1.0,1.0
8610,36589,1.0,1.0
21207,23285,1.0,1.0
16214,39451,1.0,1.0
23029,39480,1.0,1.0
31769,35324,1.0,1.0
23627,38944,1.0,1.0
22547,33836,1.0,1.0
6731,36941,0.0,1.0
2583,22464,1.0,1.0
9521,26578,1.0,1.0
32689,43327,1.0,1.0
19494,37382,0.0,1.0
29461,43388,1.0,1.0
14004,15628,1.0,1.0
17097,38753,1.0,1.0
10525,26408,1.0,1.0
31851,38834,1.0,1.0
14994,37651,0.0,1.0
10069,25748,1.0,1.0
2205,45354,1.0,1.0
12779,37099,1.0,1.0
636,24461,1.0,1.0
1167,37070,1.0,1.0
5,13564,1.0,1.0
12602,28980,1.0,1.0
12361,34074,1.0,1.0
21180,43925,1.0,1.0
3508,10624,1.0,1.0
984,14592,1.0,1.0
16781,32416,1.0,1.0
2234,45018,1.0,1.0
14609,17061,1.0,1.0
18347,41237,1.0,1.0
23559,26843,1.0,1.0
12190,17583,1.0,1.0
34351,40192,1.0,1.0
954,41161,1.0,1.0
15132,31562,1.0,1.0
27186,33220,1.0,1.0
15017,32411,1.0,1.0
18731,20435,1.0,1.0
6770,11745,1.0,1.0
9387,20228,1.0,1.0
22248,35528,1.0,1.0
24000,44394,1.0,1.0
3518,40192,1.0,1.0
11474,34074,1.0,1.0
29180,33464,1.0,1.0
15026,34214,1.0,1.0
11273,17920,1.0,1.0
1496,13564,1.0,1.0
28673,41174,0.0,1.0
36341,44603,1.0,1.0
1993,35056,1.0,1.0
18213,23551,1.0,1.0
40558,41480,0.0,1.0
11476,16556,1.0,1.0
1259,12951,1.0,1.0
6979,16662,1.0,1.0
6770,12628,1.0,1.0
4909,29867,1.0,1.0
3918,12183,1.0,1.0
8858,34408,0.0,1.0
30324,37070,1.0,1.0
23218,42133,0.0,1.0
24744,28526,1.0,1.0
4089,29329,1.0,1.0
11561,15093,1.0,1.0
26471,31431,1.0,1.0
5285,6624,1.0,1.0
22493,26042,0.0,1.0
4892,12128,1.0,1.0
33521,37987,1.0,1.0
21833,37218,1.0,1.0
14609,28155,1.0,1.0
32060,35910,1.0,1.0
27731,33098,1.0,1.0
7312,34174,1.0,1.0
19509,24390,1.0,1.0
27281,33800,1.0,1.0
3861,9780,1.0,1.0
29509,38186,0.0,1.0
29223,38208,1.0,1.0
24299,40301,1.0,1.0
24053,30243,1.0,1.0
22632,41008,1.0,1.0
12823,17481,0.0,1.0
10978,14154,1.0,1.0
3503,36450,1.0,1.0
20031,22334,1.0,1.0
24259,37987,1.0,1.0
7419,22222,1.0,1.0
23266,41008,1.0,1.0
11137,26163,1.0,1.0
8047,45137,1.0,1.0
22432,40192,1.0,1.0
33095,35627,1.0,1.0
6453,37987,1.0,1.0
25206,37070,1.0,1.0
2525,21765,1.0,1.0
3912,15721,1.0,1.0
25701,33539,1.0,1.0
2553,25924,1.0,1.0
21512,41104,1.0,1.0
6979,22180,1.0,1.0
30641,32213,1.0,1.0
2226,43641,1.0,1.0
26552,42393,1.0,1.0
14349,33697,1.0,1.0
9471,33220,1.0,1.0
8856,20826,1.0,1.0
24299,24635,1.0,1.0
23623,33220,1.0,1.0
21069,29278,1.0,1.0
3977,4071,1.0,1.0
22801,39873,1.0,1.0
4362,10624,1.0,1.0
6915,13510,1.0,1.0
10947,37184,1.0,1.0
5794,33220,1.0,1.0
15624,22816,1.0,1.0
8591,24290,1.0,1.0
10282,18853,0.0,1.0
36991,38235,1.0,1.0
40591,41813,1.0,1.0
12179,44484,1.0,1.0
2950,27795,1.0,1.0
36233,44189,1.0,1.0
19545,29031,0.0,1.0
3162,38208,1.0,1.0
29807,30385,1.0,1.0
36718,42272,1.0,1.0
24931,33220,1.0,1.0
9188,44173,1.0,1.0
19758,33220,1.0,1.0
17494,35406,1.0,1.0
35220,39919,1.0,1.0
19083,22832,1.0,1.0
14388,25620,0.0,1.0
11877,12142,1.0,1.0
10132,36980,1.0,1.0
9887,39331,1.0,1.0
16846,41146,1.0,1.0
42283,43716,0.0,1.0
28633,31088,0.0,1.0
1333,43906,1.0,1.0
7467,33414,1.0,1.0
16015,28532,1.0,1.0
759,5288,1.0,1.0
11190,37740,1.0,1.0
21212,42666,1.0,1.0
9782,17327,0.0,1.0
18564,37360,1.0,1.0
37766,39280,1.0,1.0
16735,38751,1.0,1.0
15812,33490,1.0,1.0
19305,21401,1.0,1.0
7994,9304,1.0,1.0
18586,41146,1.0,1.0
17190,40150,1.0,1.0
3680,34074,1.0,1.0
6094,45847,1.0,1.0
19104,20665,1.0,1.0
17700,37254,1.0,1.0
8157,22816,1.0,1.0
12546,46080,1.0,1.0
16927,22913,0.0,1.0
14634,37254,1.0,1.0
15026,34214,1.0,1.0
10297,18283,1.0,1.0
645,22542,1.0,1.0
1121,13564,1.0,1.0
9917,12251,1.0,1.0
9246,10872,1.0,1.0
19013,42666,1.0,1.0
21324,31749,1.0,1.0
13425,41183,1.0,1.0
31817,40610,1.0,1.0
3392,28312,1.0,1.0
14581,16284,1.0,1.0
21892,27454,1.0,1.0
33950,45104,1.0,1.0
2752,7591,0.0,1.0
138,39680,1.0,1.0
4610,37360,1.0,1.0
25936,33002,1.0,1.0
10498,16407,1.0,1.0
9804,45261,1.0,1.0
28482,40671,1.0,1.0
12704,22632,1.0,1.0
10163,32034,1.0,1.0
11553,13034,0.0,1.0
34404,40301,1.0,1.0
40663,45200,1.0,1.0
1082,28642,1.0,1.0
5659,35580,1.0,1.0
8084,22115,1.0,1.0
15812,25892,1.0,1.0
15883,20996,1.0,1.0
38181,45333,1.0,1.0
21487,27185,1.0,1.0
8084,35388,1.0,1.0
1448,3050,1.0,1.0
3653,4668,1.0,1.0
28500,32358,0.0,1.0
14592,39392,1.0,1.0
2638,28288,1.0,1.0
3518,28435,1.0,1.0
8138,39114,1.0,1.0
11538,27669,1.0,1.0
11669,29771,0.0,1.0
3097,31318,1.0,1.0
13918,18001,1.0,1.0
16735,22072,1.0,1.0
2622,39451,1.0,1.0
40166,42173,1.0,1.0
10876,44623,1.0,1.0
4407,29996,1.0,1.0
18692,39771,1.0,1.0
3178,37987,1.0,1.0
5579,5651,0.0,1.0
3166,28050,1.0,1.0
34208,39451,1.0,1.0
6513,45104,1.0,1.0
8911,26485,1.0,1.0
33680,42679,1.0,1.0
29454,31147,1.0,1.0
18564,43298,1.0,1.0
9707,20752,1.0,1.0
2288,39680,1.0,1.0
12339,33680,1.0,1.0
4887,37254,1.0,1.0
8075,8397,0.0,1.0
2363,23753,1.0,1.0
4340,32252,1.0,1.0
14606,24350,1.0,1.0
41128,45795,0.0,1.0
9887,39331,1.0,1.0
38858,40884,1.0,1.0
5387,16676,1.0,1.0
3248,24756,1.0,1.0
14240,38262,1.0,1.0
10870,13700,1.0,1.0
8084,27282,1.0,1.0
9296,13510,1.0,1.0
27902,43641,1.0,1.0
24248,26362,1.0,1.0
15872,44507,0.0,1.0
2714,7501,0.0,1.0
20882,40912,1.0,1.0
10062,33925,1.0,1.0
21928,44272,1.0,1.0
16399,41187,1.0,1.0
1751,24716,1.0,1.0
4583,40281,1.0,1.0
40192,45018,1.0,1.0
26301,44246,1.0,1.0
8842,31725,1.0,1.0
5680,17988,1.0,1.0
29787,41827,1.0,1.0
9783,19967,1.0,1.0
22834,29712,1.0,1.0
25789,36179,1.0,1.0
11817,38235,1.0,1.0
22814,23152,1.0,1.0
19022,24086,1.0,1.0
1515,13700,1.0,1.0
13053,35545,1.0,1.0
36182,41693,1.0,1.0
16050,25959,0.0,1.0
6544,23435,1.0,1.0
33210,43471,1.0,1.0
12957,13510,1.0,1.0
10921,14880,1.0,1.0
6155,40610,1.0,1.0
2622,24479,1.0,1.0
6470,38037,1.0,1.0
2113,35472,1.0,1.0
2859,29965,1.0,1.0
9012,39873,1.0,1.0
25853,42756,1.0,1.0
4610,24503,1.0,1.0
4716,45354,1.0,1.0
12426,13224,1.0,1.0
32163,39102,0.0,1.0
24299,29739,1.0,1.0
15683,22334,1.0,1.0
2549,22578,1.0,1.0
125,42272,1.0,1.0
22547,37806,1.0,1.0
1269,33671,1.0,1.0
15973,22103,1.0,1.0
25763,28396,0.0,1.0
18476,33220,1.0,1.0
21966,22936,1.0,1.0
1899,25368,1.0,1.0
6382,21210,1.0,1.0
26810,35388,1.0,1.0
23168,30402,1.0,1.0
17255,29757,1.0,1.0
6934,38235,1.0,1.0
4738,10991,1.0,1.0
2578,7470,1.0,1.0
8715,30026,1.0,1.0
16050,33816,0.0,1.0
1273,2764,1.0,1.0
1767,10788,1.0,1.0
9258,23055,0.0,1.0
6466,33722,0.0,1.0
24077,24141,1.0,1.0
15897,23878,1.0,1.0
22080,41813,1.0,1.0
11612,35580,1.0,1.0
2406,29396,1.0,1.0
12500,38157,1.0,1.0
3438,5820,1.0,1.0
14047,38306,1.0,1.0
12985,33220,1.0,1.0
14923,41104,1.0,1.0
30676,41579,0.0,1.0
15472,22334,1.0,1.0
456,27508,1.0,1.0
18995,46154,1.0,1.0
34103,35528,1.0,1.0
15812,29396,1.0,1.0
4639,21825,1.0,1.0
15079,24302,1.0,1.0
8138,22115,1.0,1.0
1899,40055,1.0,1.0
17354,24635,1.0,1.0
19222,40375,1.0,1.0
37797,43221,1.0,1.0
4270,27880,1.0,1.0
5700,19578,1.0,1.0
4546,40586,1.0,1.0
20031,28443,1.0,1.0
7985,18758,1.0,1.0
9181,13034,1.0,1.0
25474,45546,1.0,1.0
6797,8154,1.0,1.0
8700,44230,1.0,1.0
1379,13564,1.0,1.0
27032,42221,1.0,1.0
33977,42666,1.0,1.0
1610,33166,1.0,1.0
12811,39226,0.0,1.0
20531,29396,1.0,1.0
710,28567,1.0,1.0
5374,13700,1.0,1.0
10948,17019,0.0,1.0
5854,33954,1.0,1.0
1639,23252,1.0,1.0
9555,27342,0.0,1.0
13495,35580,1.0,1.0
17941,42726,1.0,1.0
27902,30029,1.0,1.0
3631,34074,1.0,1.0
37225,43930,1.0,1.0
26962,29111,1.0,1.0
5619,19871,1.0,1.0
34380,45039,1.0,1.0
11809,17354,1.0,1.0
2917,35580,1.0,1.0
2100,44189,1.0,1.0
16586,23627,1.0,1.0
10163,13564,1.0,1.0
23496,36384,1.0,1.0
25734,28905,1.0,1.0
11845,20778,1.0,1.0
19716,37539,1.0,1.0
9810,10624,1.0,1.0
3967,13510,1.0,1.0
3518,43930,1.0,1.0
28580,36581,1.0,1.0
34971,45849,1.0,1.0
26974,39061,1.0,1.0
6513,17449,1.0,1.0
22044,39060,0.0,1.0
38709,41053,1.0,1.0
23672,39642,1.0,1.0
28580,37152,1.0,1.0
13801,22476,1.0,1.0
31997,41734,1.0,1.0
4978,15061,1.0,1.0
1603,17300,1.0,1.0
8906,17612,1.0,1.0
19785,20259,0.0,1.0
18232,31608,1.0,1.0
25580,35580,1.0,1.0
2578,41753,1.0,1.0
35418,41210,1.0,1.0
3352,35388,1.0,1.0
42012,45695,1.0,1.0
30925,33558,1.0,1.0
27422,44519,0.0,1.0
1860,20960,1.0,1.0
1448,6395,1.0,1.0
7125,7936,1.0,1.0
43327,45529,1.0,1.0
11405,39375,1.0,1.0
30900,41104,1.0,1.0
32062,37531,0.0,1.0
23805,45278,1.0,1.0
3882,4481,1.0,1.0
9917,13700,1.0,1.0
8911,13700,1.0,1.0
497,6934,1.0,1.0
7148,19234,0.0,1.0
22547,33220,1.0,1.0
37215,43641,1.0,1.0
16837,20028,1.0,1.0
6731,36941,0.0,1.0
12602,13224,1.0,1.0
11551,27866,1.0,1.0
13935,24588,1.0,1.0
17564,45242,1.0,1.0
24651,43965,1.0,1.0
38229,44050,1.0,1.0
25226,42983,1.0,1.0
9945,42425,1.0,1.0
15832,26484,1.0,1.0
18289,18680,1.0,1.0
17633,37254,1.0,1.0
1595,15952,1.0,1.0
13734,34074,1.0,1.0
13347,33220,1.0,1.0
24552,44623,1.0,1.0
22098,25772,1.0,1.0
16625,24613,0.0,1.0
28541,44349,1.0,1.0
17647,20514,1.0,1.0
4922,13134,0.0,1.0
1639,28151,1.0,1.0
2428,40152,1.0,1.0
4583,30566,1.0,1.0
3227,21765,1.0,1.0
1993,14367,1.0,1.0
2179,41327,1.0,1.0
8210,26380,1.0,1.0
11474,34074,1.0,1.0
25433,34956,1.0,1.0
35545,35824,1.0,1.0
2406,30775,1.0,1.0
2372,10624,1.0,1.0
21702,45685,1.0,1.0
1594,36084,1.0,1.0
18731,30402,1.0,1.0
2656,39331,1.0,1.0
9527,31268,0.0,1.0
16451,19585,1.0,1.0
20222,31753,0.0,1.0
38021,40192,1.0,1.0
16709,38884,1.0,1.0
5311,7351,1.0,1.0
22444,33220,1.0,1.0
1603,41404,1.0,1.0
7350,44998,1.0,1.0
500,38815,1.0,1.0
33907,43424,1.0,1.0
8892,13700,1.0,1.0
28000,43566,1.0,1.0
17097,29733,1.0,1.0
9681,16556,1.0,1.0
16878,40883,1.0,1.0
21562,40192,1.0,1.0
6809,9958,1.0,1.0
7424,37987,1.0,1.0
2860,34074,1.0,1.0
7239,22505,1.0,1.0
11814,35898,0.0,1.0
2583,5534,1.0,1.0
21594,39322,1.0,1.0
2985,37254,1.0,1.0
8084,25368,1.0,1.0
145,22578,1.0,1.0
5377,20502,1.0,1.0
30668,45905,1.0,1.0
12520,39499,1.0,1.0
6664,11180,1.0,1.0
30166,36497,1.0,1.0
6155,13510,1.0,1.0
1127,10624,1.0,1.0
21748,33523,1.0,1.0
13884,38424,0.0,1.0
5603,40068,1.0,1.0
19448,21546,0.0,1.0
3335,13700,1.0,1.0
560,14902,1.0,1.0
7754,29789,0.0,1.0
4317,43641,1.0,1.0
7824,22003,1.0,1.0
8887,35580,1.0,1.0
34291,36391,1.0,1.0
11648,44622,1.0,1.0
12267,28263,1.0,1.0
25007,26697,1.0,1.0
15702,21941,0.0,1.0
14008,30550,1.0,1.0
3650,18243,1.0,1.0
5872,21217,1.0,1.0
