edge_index0,edge_index1,pred,gr
35263,35805,1.0,1.0
12171,37254,1.0,1.0
14073,23974,0.0,1.0
33368,41122,1.0,1.0
269,27997,0.0,1.0
13305,20794,1.0,1.0
15138,16232,1.0,1.0
8084,8294,1.0,1.0
6528,22816,1.0,1.0
38281,41122,1.0,1.0
26293,43641,1.0,1.0
1269,40803,1.0,1.0
4430,12494,0.0,1.0
4546,19159,1.0,1.0
8227,43930,1.0,1.0
4248,21479,0.0,1.0
1369,17789,1.0,1.0
19964,40134,0.0,1.0
9124,18498,0.0,1.0
30404,33220,1.0,1.0
6602,25383,0.0,1.0
39227,41400,1.0,1.0
7982,33220,1.0,1.0
34208,38894,1.0,1.0
12827,33809,1.0,1.0
29555,38549,0.0,1.0
15993,35292,1.0,1.0
4915,10171,1.0,1.0
9571,32785,0.0,1.0
5635,25323,1.0,1.0
11190,14269,1.0,1.0
19263,41183,1.0,1.0
7350,29841,1.0,1.0
7064,39381,1.0,1.0
10538,37070,1.0,1.0
16214,17789,1.0,1.0
2549,33220,1.0,1.0
17061,35545,1.0,1.0
3509,5503,0.0,1.0
40074,43641,1.0,1.0
10069,16179,1.0,1.0
27934,39598,1.0,1.0
27941,32788,1.0,1.0
17980,20794,1.0,1.0
3347,13700,1.0,1.0
23805,24308,1.0,1.0
16598,44189,1.0,1.0
11217,33779,0.0,1.0
2543,5481,1.0,1.0
10676,13510,1.0,1.0
6958,43925,1.0,1.0
8968,45521,1.0,1.0
766,28370,1.0,1.0
26498,41517,1.0,1.0
12706,36510,1.0,1.0
34074,38579,1.0,1.0
1306,1697,1.0,1.0
14007,29396,1.0,1.0
31413,39629,0.0,1.0
29999,30243,1.0,1.0
19652,30402,1.0,1.0
30542,40192,1.0,1.0
4546,40693,1.0,1.0
9403,29396,1.0,1.0
13876,19907,1.0,1.0
13439,40192,1.0,1.0
42522,43284,0.0,1.0
87,37070,1.0,1.0
29294,45076,0.0,1.0
6674,31723,0.0,1.0
8084,31346,1.0,1.0
24867,40192,1.0,1.0
41325,45817,0.0,1.0
36040,39185,1.0,1.0
29696,37252,1.0,1.0
9886,40055,1.0,1.0
25491,35116,0.0,1.0
9471,19315,1.0,1.0
16028,29375,1.0,1.0
1610,7715,1.0,1.0
22912,33411,1.0,1.0
10313,19781,1.0,1.0
27174,38756,1.0,1.0
15921,38724,1.0,1.0
4088,35786,1.0,1.0
5816,38083,1.0,1.0
5793,36903,1.0,1.0
1595,6797,1.0,1.0
5659,15049,1.0,1.0
16491,40439,1.0,1.0
17835,24954,1.0,1.0
22574,38235,1.0,1.0
20982,31085,1.0,1.0
38849,43930,1.0,1.0
21012,24440,1.0,1.0
39600,45018,1.0,1.0
19123,36382,1.0,1.0
15993,45115,1.0,1.0
17700,22767,1.0,1.0
20836,28319,0.0,1.0
19956,27094,1.0,1.0
12709,27282,1.0,1.0
9308,13700,1.0,1.0
397,23629,1.0,1.0
14623,28568,1.0,1.0
500,9246,1.0,1.0
28583,30131,1.0,1.0
7896,33439,1.0,1.0
16251,26484,1.0,1.0
18812,35292,1.0,1.0
8225,41554,1.0,1.0
16726,17789,1.0,1.0
1007,27309,0.0,1.0
20794,32966,1.0,1.0
30642,39580,0.0,1.0
1466,29375,1.0,1.0
11128,39573,1.0,1.0
19066,42983,1.0,1.0
24503,24706,1.0,1.0
12123,13747,0.0,1.0
23968,41224,1.0,1.0
17075,33187,1.0,1.0
636,24461,1.0,1.0
26380,41104,1.0,1.0
37505,41153,1.0,1.0
36844,37152,1.0,1.0
24549,33267,1.0,1.0
11927,21989,1.0,1.0
33845,34167,1.0,1.0
9643,33220,1.0,1.0
7982,9014,1.0,1.0
22547,40192,1.0,1.0
17366,19129,0.0,1.0
18441,28151,1.0,1.0
25085,29375,1.0,1.0
21825,33220,1.0,1.0
24954,41743,1.0,1.0
7850,8915,1.0,1.0
481,37987,1.0,1.0
15836,37277,1.0,1.0
392,23425,0.0,1.0
15132,43867,1.0,1.0
4029,13525,1.0,1.0
4340,10083,1.0,1.0
16390,27795,1.0,1.0
1189,10600,0.0,1.0
22097,38543,1.0,1.0
5174,13700,1.0,1.0
16106,35117,1.0,1.0
25054,29537,0.0,1.0
37494,44750,1.0,1.0
26993,29174,0.0,1.0
11728,30566,1.0,1.0
23806,38338,1.0,1.0
7705,13700,1.0,1.0
10753,15061,1.0,1.0
9324,29612,1.0,1.0
22023,23229,1.0,1.0
12127,37412,1.0,1.0
11704,20710,1.0,1.0
18109,25227,1.0,1.0
26792,33132,1.0,1.0
34449,40913,1.0,1.0
7384,41104,1.0,1.0
10812,41554,1.0,1.0
41318,41619,1.0,1.0
145,18411,1.0,1.0
3347,3398,1.0,1.0
12236,16000,0.0,1.0
17200,44177,1.0,1.0
15812,29115,1.0,1.0
4610,6008,1.0,1.0
28645,29959,1.0,1.0
8069,22083,1.0,1.0
18739,21555,0.0,1.0
5282,22816,1.0,1.0
21594,29396,1.0,1.0
6963,37987,1.0,1.0
12704,28718,1.0,1.0
15818,33220,1.0,1.0
30323,33836,1.0,1.0
4328,9471,1.0,1.0
10687,36506,0.0,1.0
5522,22578,1.0,1.0
11476,43572,1.0,1.0
3426,17632,1.0,1.0
14171,40428,0.0,1.0
17076,40192,1.0,1.0
18812,26527,1.0,1.0
33164,41191,1.0,1.0
14380,39642,1.0,1.0
23320,23717,0.0,1.0
6462,39690,0.0,1.0
15721,20949,1.0,1.0
36252,40192,1.0,1.0
26293,32989,1.0,1.0
5659,31189,1.0,1.0
12602,26833,1.0,1.0
20451,34074,1.0,1.0
23111,30800,0.0,1.0
8608,13345,1.0,1.0
6842,29396,1.0,1.0
17342,40192,1.0,1.0
9527,34730,0.0,1.0
17311,34540,0.0,1.0
27782,39526,1.0,1.0
5816,17789,1.0,1.0
4765,11841,1.0,1.0
2363,23753,1.0,1.0
30643,34311,1.0,1.0
14007,19614,1.0,1.0
1595,29396,1.0,1.0
13225,33220,1.0,1.0
12602,13700,1.0,1.0
30430,39680,1.0,1.0
7023,39998,1.0,1.0
8994,16273,1.0,1.0
22023,33220,1.0,1.0
9910,21921,1.0,1.0
23286,39170,1.0,1.0
397,9318,1.0,1.0
3538,36084,1.0,1.0
12233,29967,1.0,1.0
25830,26833,1.0,1.0
5510,23804,1.0,1.0
26357,37100,1.0,1.0
20467,44402,1.0,1.0
1875,21008,1.0,1.0
21541,33220,1.0,1.0
18505,22110,1.0,1.0
9536,18239,1.0,1.0
39340,40667,1.0,1.0
29765,35805,1.0,1.0
32552,39873,1.0,1.0
20715,33836,1.0,1.0
12704,33267,1.0,1.0
3454,13345,1.0,1.0
5041,9403,1.0,1.0
13257,24316,1.0,1.0
26714,42599,1.0,1.0
33714,43892,0.0,1.0
4434,6932,1.0,1.0
22578,36406,1.0,1.0
8308,42390,1.0,1.0
33031,40337,0.0,1.0
1379,13564,1.0,1.0
25143,33497,0.0,1.0
13484,38883,1.0,1.0
35182,38174,1.0,1.0
17633,42599,1.0,1.0
13239,19614,1.0,1.0
29894,45300,1.0,1.0
26462,36903,1.0,1.0
20881,44173,1.0,1.0
18267,41400,1.0,1.0
33070,42585,1.0,1.0
7623,10800,1.0,1.0
10371,15525,1.0,1.0
13390,42497,0.0,1.0
666,6354,1.0,1.0
27944,38811,1.0,1.0
4903,34074,1.0,1.0
4702,37507,1.0,1.0
18368,37496,1.0,1.0
3454,24653,1.0,1.0
4610,33800,1.0,1.0
14956,23563,1.0,1.0
15521,45122,1.0,1.0
10749,12602,1.0,1.0
987,10323,1.0,1.0
11550,28917,1.0,1.0
12487,39413,1.0,1.0
2196,25960,0.0,1.0
37225,44246,1.0,1.0
13687,31412,0.0,1.0
2102,15075,1.0,1.0
38845,42142,0.0,1.0
22334,45242,1.0,1.0
9521,16565,1.0,1.0
3910,13744,0.0,1.0
27138,37252,1.0,1.0
19394,33220,1.0,1.0
5961,21669,1.0,1.0
6455,39855,1.0,1.0
30455,45106,1.0,1.0
25830,26833,1.0,1.0
6094,12128,1.0,1.0
23406,31687,1.0,1.0
31248,43021,1.0,1.0
4599,9052,1.0,1.0
13609,16103,1.0,1.0
9693,30930,0.0,1.0
1419,13700,1.0,1.0
4902,16824,1.0,1.0
25013,25602,0.0,1.0
1665,35580,1.0,1.0
32909,44987,1.0,1.0
1836,21778,1.0,1.0
14008,38933,1.0,1.0
1702,33073,1.0,1.0
10900,13700,1.0,1.0
7709,42272,1.0,1.0
11877,43641,1.0,1.0
32611,45578,1.0,1.0
11651,19365,1.0,1.0
9634,19540,0.0,1.0
25737,31189,1.0,1.0
10021,13700,1.0,1.0
4765,42272,1.0,1.0
17756,26831,1.0,1.0
3511,22834,1.0,1.0
23169,31459,0.0,1.0
30828,30960,0.0,1.0
9490,39553,1.0,1.0
34582,43362,1.0,1.0
8807,23675,0.0,1.0
38575,42111,0.0,1.0
17913,29109,1.0,1.0
18404,23545,1.0,1.0
29223,35545,1.0,1.0
31158,37919,1.0,1.0
11544,39669,1.0,1.0
18638,25125,1.0,1.0
14618,26887,1.0,1.0
15606,34022,0.0,1.0
13505,17526,1.0,1.0
38858,41104,1.0,1.0
7867,22334,1.0,1.0
13254,27185,1.0,1.0
14086,41183,1.0,1.0
28294,43718,1.0,1.0
1292,16454,1.0,1.0
20368,32589,1.0,1.0
5522,36528,1.0,1.0
16911,29375,1.0,1.0
8636,41293,1.0,1.0
10070,10788,1.0,1.0
9384,31562,1.0,1.0
14047,26809,1.0,1.0
17700,41400,1.0,1.0
33477,42405,1.0,1.0
2853,13510,1.0,1.0
19159,45898,1.0,1.0
18114,35003,0.0,1.0
17248,45463,1.0,1.0
12445,25892,1.0,1.0
34076,45338,1.0,1.0
1660,35135,0.0,1.0
1164,3981,0.0,1.0
11273,27185,1.0,1.0
9244,45657,1.0,1.0
2597,29206,1.0,1.0
20451,45933,1.0,1.0
16503,31642,1.0,1.0
6351,14842,1.0,1.0
3932,5234,1.0,1.0
18632,21771,1.0,1.0
703,824,1.0,1.0
8015,26153,1.0,1.0
16298,34215,1.0,1.0
11405,39375,1.0,1.0
17668,40006,1.0,1.0
2787,29375,1.0,1.0
46,29640,0.0,1.0
13678,22476,1.0,1.0
19159,45898,1.0,1.0
6052,28532,1.0,1.0
23286,30131,1.0,1.0
7035,21186,1.0,1.0
5461,20228,1.0,1.0
6155,13510,1.0,1.0
7467,33414,1.0,1.0
32060,38747,1.0,1.0
12445,32252,1.0,1.0
5488,28348,1.0,1.0
25852,37189,1.0,1.0
23171,43641,1.0,1.0
11592,12003,1.0,1.0
8210,37987,1.0,1.0
4251,41104,1.0,1.0
476,29476,1.0,1.0
514,8580,1.0,1.0
25159,45473,1.0,1.0
27268,44836,1.0,1.0
38551,45160,1.0,1.0
3595,29761,1.0,1.0
31652,38235,1.0,1.0
2211,3609,1.0,1.0
20197,23005,1.0,1.0
9686,22283,1.0,1.0
20848,33337,1.0,1.0
14609,35565,1.0,1.0
9571,32785,0.0,1.0
22432,40192,1.0,1.0
11097,45398,1.0,1.0
9148,27028,1.0,1.0
28496,42353,1.0,1.0
1603,11480,1.0,1.0
27757,28824,1.0,1.0
9927,13700,1.0,1.0
12602,13700,1.0,1.0
1751,24716,1.0,1.0
11809,13700,1.0,1.0
23512,31189,1.0,1.0
10163,23502,1.0,1.0
23750,24837,0.0,1.0
10674,39761,1.0,1.0
5151,21627,1.0,1.0
18833,30040,1.0,1.0
15030,44447,1.0,1.0
29180,33464,1.0,1.0
21512,27454,1.0,1.0
21006,31189,1.0,1.0
43566,44246,1.0,1.0
26373,45942,1.0,1.0
12411,18007,1.0,1.0
17295,45301,1.0,1.0
3210,33764,0.0,1.0
21485,36528,1.0,1.0
13234,17684,1.0,1.0
1603,25368,1.0,1.0
30667,33964,1.0,1.0
18502,32788,1.0,1.0
16390,34017,1.0,1.0
10393,15565,1.0,1.0
1419,41146,1.0,1.0
42137,44711,0.0,1.0
11004,13700,0.0,1.0
5499,10499,1.0,1.0
35927,37906,1.0,1.0
8253,25100,1.0,1.0
7982,32034,1.0,1.0
8084,37987,1.0,1.0
8854,11658,1.0,1.0
13100,32416,1.0,1.0
19652,28532,1.0,1.0
2583,32980,1.0,1.0
17542,19968,1.0,1.0
28820,33220,1.0,1.0
31219,37177,1.0,1.0
5317,35176,1.0,1.0
32552,35580,1.0,1.0
18267,18447,1.0,1.0
22371,40610,1.0,1.0
6464,33220,1.0,1.0
15541,23545,1.0,1.0
21239,31990,0.0,1.0
8243,17633,1.0,1.0
27754,40192,1.0,1.0
19936,29757,1.0,1.0
3745,4446,1.0,1.0
7113,30803,0.0,1.0
7078,34009,1.0,1.0
739,24061,0.0,1.0
29157,41561,1.0,1.0
10943,43016,1.0,1.0
6105,33906,0.0,1.0
3977,44246,1.0,1.0
7494,45469,0.0,1.0
10383,23131,0.0,1.0
2769,34074,1.0,1.0
21512,27454,1.0,1.0
28497,36232,0.0,1.0
25970,32869,1.0,1.0
18527,22885,1.0,1.0
23252,30221,1.0,1.0
16376,27324,1.0,1.0
14235,26553,0.0,1.0
21724,28242,1.0,1.0
4088,19640,1.0,1.0
31617,42221,1.0,1.0
2637,20239,1.0,1.0
3280,18535,1.0,1.0
36168,43867,1.0,1.0
18777,29476,1.0,1.0
10723,13700,1.0,1.0
13505,40671,1.0,1.0
5384,29161,1.0,1.0
7129,15473,0.0,1.0
20993,40192,1.0,1.0
2431,35213,1.0,1.0
25640,34074,1.0,1.0
5493,19614,1.0,1.0
20170,37102,1.0,1.0
7348,34120,1.0,1.0
4157,40514,1.0,1.0
13596,37437,1.0,1.0
10545,13278,1.0,1.0
15692,40135,1.0,1.0
33127,43641,1.0,1.0
35644,43641,1.0,1.0
16404,23563,1.0,1.0
3219,8138,1.0,1.0
12940,25892,1.0,1.0
6392,37622,0.0,1.0
8530,33220,1.0,1.0
11273,33302,1.0,1.0
13772,15952,1.0,1.0
8677,9184,1.0,1.0
8084,45215,1.0,1.0
9059,31943,1.0,1.0
26109,45452,1.0,1.0
24057,42961,1.0,1.0
13337,28454,0.0,1.0
4084,28532,1.0,1.0
1609,21555,1.0,1.0
11180,27350,1.0,1.0
7939,38924,1.0,1.0
2503,10348,0.0,1.0
841,29375,1.0,1.0
22542,33523,1.0,1.0
4166,33220,1.0,1.0
12888,27232,1.0,1.0
3653,38019,1.0,1.0
10319,40061,1.0,1.0
8129,13510,1.0,1.0
1116,31778,1.0,1.0
10538,29873,1.0,1.0
9917,43979,1.0,1.0
35263,43004,1.0,1.0
3992,20551,0.0,1.0
2234,35545,1.0,1.0
12411,16556,1.0,1.0
20313,36494,1.0,1.0
6979,22042,1.0,1.0
12321,14592,1.0,1.0
8210,30243,1.0,1.0
23590,45834,0.0,1.0
23049,28099,1.0,1.0
1269,35580,1.0,1.0
15980,22548,1.0,1.0
3912,34238,1.0,1.0
4115,39903,1.0,1.0
23602,33933,1.0,1.0
11757,19250,1.0,1.0
29527,30159,1.0,1.0
2406,22331,1.0,1.0
21982,40478,1.0,1.0
4503,5820,1.0,1.0
12403,17121,1.0,1.0
27636,35580,1.0,1.0
10216,34074,1.0,1.0
9778,43749,1.0,1.0
8040,35897,0.0,1.0
482,36986,1.0,1.0
3500,6804,1.0,1.0
9917,33697,1.0,1.0
1054,29324,0.0,1.0
15880,37464,1.0,1.0
13272,19871,1.0,1.0
13660,27555,1.0,1.0
10981,19720,1.0,1.0
5784,36774,1.0,1.0
3967,29757,1.0,1.0
20070,28443,1.0,1.0
5778,22003,1.0,1.0
6055,18908,1.0,1.0
18263,29836,0.0,1.0
6535,13510,1.0,1.0
29665,42504,0.0,1.0
13144,41187,1.0,1.0
20401,23916,1.0,1.0
37477,41404,1.0,1.0
5508,44476,0.0,1.0
5186,13700,1.0,1.0
759,40788,1.0,1.0
3518,32096,1.0,1.0
549,44177,1.0,1.0
511,3123,1.0,1.0
20872,28674,1.0,1.0
30242,42295,0.0,1.0
2549,41780,1.0,1.0
744,33220,1.0,1.0
1368,24316,1.0,1.0
9146,27550,0.0,1.0
7955,16103,1.0,1.0
27391,37527,1.0,1.0
100,15852,1.0,1.0
38543,44246,1.0,1.0
1082,43248,1.0,1.0
13234,17684,1.0,1.0
5254,9499,1.0,1.0
3714,33990,0.0,1.0
3967,19747,1.0,1.0
14350,28532,1.0,1.0
5891,12128,1.0,1.0
29894,31837,1.0,1.0
17968,37987,1.0,1.0
11450,31258,1.0,1.0
6668,28414,1.0,1.0
11612,33220,1.0,1.0
22248,35528,1.0,1.0
3031,42149,1.0,1.0
18906,27880,1.0,1.0
998,31191,1.0,1.0
21990,35580,1.0,1.0
11653,32607,0.0,1.0
40009,40932,0.0,1.0
3559,19402,0.0,1.0
18767,29728,1.0,1.0
2860,16562,1.0,1.0
10653,30060,0.0,1.0
7906,20226,1.0,1.0
25582,42172,1.0,1.0
24485,46054,1.0,1.0
4694,43566,1.0,1.0
9775,13700,1.0,1.0
36569,38747,1.0,1.0
8838,45242,1.0,1.0
10681,39014,1.0,1.0
3848,31993,0.0,1.0
19652,20435,1.0,1.0
28440,43641,1.0,1.0
7127,43641,1.0,1.0
30644,31164,0.0,1.0
21782,35292,1.0,1.0
15692,36392,1.0,1.0
3704,10581,0.0,1.0
7587,19720,1.0,1.0
34394,40192,1.0,1.0
20028,35388,1.0,1.0
1155,19675,1.0,1.0
12717,44858,1.0,1.0
21375,44173,1.0,1.0
26393,37957,1.0,1.0
12250,30239,1.0,1.0
5807,8234,1.0,1.0
11476,35580,1.0,1.0
1151,5864,1.0,1.0
3508,30239,1.0,1.0
5484,13816,1.0,1.0
24681,41154,1.0,1.0
39605,40743,1.0,1.0
6836,43930,1.0,1.0
41871,42791,1.0,1.0
33368,38235,1.0,1.0
58,27880,1.0,1.0
7732,42983,1.0,1.0
23589,33770,0.0,1.0
21541,22115,1.0,1.0
16878,38858,1.0,1.0
4786,40219,1.0,1.0
14086,41104,1.0,1.0
24087,32450,1.0,1.0
10252,44741,1.0,1.0
10981,44173,1.0,1.0
31457,34763,0.0,1.0
19378,24308,1.0,1.0
11354,25067,0.0,1.0
117,13700,1.0,1.0
709,39642,1.0,1.0
6167,22384,1.0,1.0
3509,5503,0.0,1.0
32547,36735,1.0,1.0
7421,36528,1.0,1.0
5748,12889,1.0,1.0
4916,10800,1.0,1.0
21050,33378,0.0,1.0
33363,43906,1.0,1.0
29270,33098,1.0,1.0
8854,32355,1.0,1.0
13232,27830,0.0,1.0
13130,40884,1.0,1.0
30273,40803,1.0,1.0
11544,42666,1.0,1.0
7552,19610,0.0,1.0
1114,24420,1.0,1.0
22206,38810,1.0,1.0
25118,33924,0.0,1.0
25558,33417,1.0,1.0
5484,35895,1.0,1.0
6979,26578,1.0,1.0
8851,13384,1.0,1.0
12107,44173,1.0,1.0
8308,30376,1.0,1.0
593,39547,1.0,1.0
12686,35224,1.0,1.0
2328,18775,0.0,1.0
9060,44269,0.0,1.0
5486,8340,1.0,1.0
14036,34215,1.0,1.0
22015,45242,1.0,1.0
16044,17612,1.0,1.0
17529,34215,1.0,1.0
24275,24997,1.0,1.0
8084,30243,1.0,1.0
1603,33681,1.0,1.0
14606,45844,1.0,1.0
17577,35680,1.0,1.0
4431,16278,1.0,1.0
7402,19348,1.0,1.0
10672,40504,1.0,1.0
15989,29267,1.0,1.0
11126,31079,1.0,1.0
4639,12602,1.0,1.0
27337,40485,1.0,1.0
24841,28155,1.0,1.0
541,30566,1.0,1.0
11745,37987,1.0,1.0
11476,31898,1.0,1.0
21479,36541,0.0,1.0
12538,45847,1.0,1.0
23727,45363,1.0,1.0
7623,7628,1.0,1.0
6739,7188,1.0,1.0
5490,39874,1.0,1.0
7875,26158,0.0,1.0
24615,38923,0.0,1.0
10864,22578,1.0,1.0
17248,28426,1.0,1.0
17869,45938,0.0,1.0
12365,44173,1.0,1.0
13899,42637,0.0,1.0
16697,44726,1.0,1.0
17349,22334,1.0,1.0
28827,41104,1.0,1.0
7657,43611,1.0,1.0
16430,29249,1.0,1.0
13270,24140,0.0,1.0
3680,23669,1.0,1.0
44700,45294,1.0,1.0
1603,33220,1.0,1.0
7634,36829,1.0,1.0
25310,38135,1.0,1.0
1612,14721,1.0,1.0
33496,36309,1.0,1.0
11301,41657,1.0,1.0
40534,42145,1.0,1.0
37806,40192,1.0,1.0
15951,34074,1.0,1.0
22480,32234,0.0,1.0
10945,33220,1.0,1.0
17390,23152,1.0,1.0
32947,37987,1.0,1.0
31663,35388,1.0,1.0
6535,9387,1.0,1.0
28897,41594,1.0,1.0
22252,29930,1.0,1.0
24886,39295,1.0,1.0
2347,37070,1.0,1.0
7850,30402,1.0,1.0
3070,4197,0.0,1.0
24545,30918,0.0,1.0
14342,15816,1.0,1.0
